Two_yr_Recidivism,Number_of_Priors,score_factor,Female,Misdemeanor,Ethnicity,Age
1,1,1,0,0,African_American,Age_Below_TwentyFive
0,0,0,0,1,Caucasian,25-45
0,3,0,0,0,Caucasian,Age_Above_FourtyFive
0,0,0,0,0,Hispanic,25-45
0,0,0,0,0,African_American,Age_Above_FourtyFive
1,17,1,0,0,African_American,Age_Above_FourtyFive
1,8,1,0,0,African_American,25-45
0,1,1,0,0,Caucasian,Age_Below_TwentyFive
1,0,0,0,1,Caucasian,25-45
1,1,1,0,1,Caucasian,25-45
0,1,0,0,0,African_American,25-45
1,2,0,0,0,African_American,Age_Below_TwentyFive
0,4,0,0,0,Caucasian,Age_Above_FourtyFive
0,4,0,0,0,African_American,25-45
1,0,0,1,1,Hispanic,25-45
0,0,1,0,1,Caucasian,25-45
1,1,0,0,1,Caucasian,Age_Above_FourtyFive
0,2,0,0,0,Hispanic,25-45
0,1,0,0,0,Caucasian,Age_Above_FourtyFive
1,1,0,0,1,African_American,Age_Above_FourtyFive
0,0,0,0,0,Caucasian,Age_Above_FourtyFive
1,3,1,0,1,Caucasian,Age_Below_TwentyFive
0,1,0,0,0,African_American,25-45
0,1,0,0,0,Hispanic,25-45
1,10,1,1,1,African_American,25-45
1,10,1,0,1,African_American,25-45
1,6,1,0,0,African_American,25-45
0,0,0,0,0,African_American,25-45
0,10,1,0,0,Caucasian,Age_Above_FourtyFive
1,1,1,0,0,African_American,25-45
1,10,1,0,0,African_American,Age_Above_FourtyFive
0,4,0,0,1,African_American,25-45
1,10,1,0,0,Caucasian,25-45
0,0,0,1,1,Caucasian,Age_Above_FourtyFive
0,3,1,0,1,African_American,25-45
1,1,1,0,0,African_American,Age_Below_TwentyFive
0,0,1,0,0,Caucasian,Age_Above_FourtyFive
0,16,1,0,1,Caucasian,25-45
1,4,1,0,0,African_American,Age_Below_TwentyFive
1,0,1,0,0,African_American,Age_Below_TwentyFive
0,0,0,0,0,Caucasian,Age_Above_FourtyFive
0,0,0,1,1,Caucasian,25-45
0,0,0,0,0,Caucasian,25-45
0,7,1,1,0,African_American,Age_Above_FourtyFive
0,0,0,0,1,African_American,25-45
0,0,1,0,1,Caucasian,25-45
1,3,0,0,0,African_American,25-45
1,1,1,0,0,African_American,Age_Below_TwentyFive
0,0,0,0,1,Caucasian,25-45
1,11,1,0,0,Caucasian,25-45
0,0,0,0,0,African_American,Age_Below_TwentyFive
1,10,1,0,0,African_American,Age_Above_FourtyFive
1,4,1,0,0,African_American,25-45
1,1,0,0,0,African_American,25-45
0,0,0,0,0,African_American,25-45
0,1,0,0,0,African_American,Age_Above_FourtyFive
0,0,1,0,1,African_American,Age_Below_TwentyFive
0,0,0,1,1,African_American,25-45
0,0,0,0,1,Other,Age_Above_FourtyFive
0,2,0,0,0,Other,Age_Above_FourtyFive
1,16,1,0,0,African_American,Age_Above_FourtyFive
0,4,1,0,0,African_American,25-45
0,8,1,0,0,African_American,25-45
0,0,0,1,1,African_American,25-45
0,1,1,0,1,African_American,25-45
0,0,0,0,1,Caucasian,25-45
0,0,0,0,0,Other,25-45
0,0,0,1,0,African_American,25-45
1,9,1,0,0,African_American,25-45
0,1,1,0,0,African_American,Age_Above_FourtyFive
0,1,0,0,0,Caucasian,25-45
1,0,0,1,1,Caucasian,Age_Above_FourtyFive
0,8,1,1,0,African_American,Age_Above_FourtyFive
1,5,1,0,0,African_American,25-45
1,13,0,0,0,African_American,Age_Above_FourtyFive
1,0,1,0,1,Other,Age_Below_TwentyFive
1,8,0,0,0,African_American,25-45
0,0,0,0,1,African_American,Age_Below_TwentyFive
0,1,1,0,0,African_American,Age_Below_TwentyFive
0,0,0,0,1,Caucasian,Age_Above_FourtyFive
0,0,0,0,0,Caucasian,Age_Above_FourtyFive
0,1,0,0,0,Caucasian,25-45
1,1,0,0,0,African_American,Age_Below_TwentyFive
1,5,1,0,0,Caucasian,Age_Above_FourtyFive
0,0,0,0,1,Caucasian,Age_Above_FourtyFive
0,0,0,1,0,Hispanic,25-45
0,1,0,1,0,African_American,25-45
0,0,0,1,0,African_American,25-45
1,1,1,0,0,African_American,Age_Below_TwentyFive
1,0,0,0,0,Caucasian,25-45
1,1,1,0,0,African_American,25-45
0,1,0,0,1,Caucasian,Age_Above_FourtyFive
0,2,1,0,0,African_American,Age_Below_TwentyFive
1,33,1,0,0,Caucasian,Age_Above_FourtyFive
0,1,0,1,0,Caucasian,Age_Above_FourtyFive
1,1,1,0,1,African_American,Age_Below_TwentyFive
1,4,1,0,0,African_American,Age_Below_TwentyFive
0,0,0,1,0,Hispanic,25-45
0,0,0,0,1,Other,Age_Above_FourtyFive
0,0,0,0,0,African_American,25-45
1,0,0,0,0,Hispanic,Age_Below_TwentyFive
0,1,0,0,1,African_American,25-45
0,4,0,0,0,Caucasian,25-45
0,0,0,1,0,Caucasian,25-45
0,14,1,0,0,Caucasian,25-45
0,1,0,0,1,Caucasian,Age_Above_FourtyFive
0,15,1,0,0,African_American,25-45
0,1,0,0,0,African_American,Age_Below_TwentyFive
0,1,0,0,1,African_American,Age_Above_FourtyFive
1,2,1,0,0,Caucasian,25-45
0,1,1,0,1,Caucasian,25-45
1,1,1,0,0,African_American,25-45
1,18,1,0,1,African_American,25-45
1,1,1,0,0,African_American,Age_Below_TwentyFive
1,1,0,0,0,Caucasian,25-45
0,3,0,0,1,African_American,Age_Above_FourtyFive
0,14,1,1,0,African_American,25-45
1,7,1,0,0,African_American,25-45
1,20,1,0,0,African_American,25-45
1,0,1,0,0,Caucasian,25-45
1,0,0,0,1,Caucasian,Age_Below_TwentyFive
0,1,0,1,1,African_American,25-45
0,0,0,0,1,Caucasian,Age_Above_FourtyFive
1,5,1,0,0,African_American,25-45
1,3,1,0,0,Caucasian,Age_Below_TwentyFive
0,0,1,0,1,Hispanic,Age_Below_TwentyFive
0,0,0,0,1,Caucasian,Age_Above_FourtyFive
0,0,0,1,1,Caucasian,25-45
1,1,0,0,1,Caucasian,25-45
0,1,1,0,1,African_American,25-45
0,2,0,0,1,Caucasian,Age_Below_TwentyFive
1,16,1,0,0,African_American,25-45
0,0,0,0,0,Caucasian,25-45
0,1,0,0,1,Caucasian,Age_Below_TwentyFive
1,1,1,0,0,African_American,25-45
0,0,0,0,0,Caucasian,25-45
0,0,0,0,0,Caucasian,25-45
0,1,0,0,0,Caucasian,25-45
1,1,0,0,0,Caucasian,25-45
1,0,1,0,0,African_American,Age_Above_FourtyFive
0,7,1,0,0,African_American,25-45
0,0,0,0,1,African_American,25-45
1,8,1,0,0,African_American,25-45
0,0,0,0,1,Caucasian,Age_Above_FourtyFive
1,0,0,0,1,African_American,Age_Above_FourtyFive
0,1,0,0,1,African_American,25-45
1,0,0,0,0,Caucasian,25-45
1,1,1,1,1,Caucasian,25-45
1,9,0,0,1,Caucasian,25-45
1,2,0,0,0,African_American,Age_Above_FourtyFive
1,1,1,0,0,African_American,25-45
0,2,0,0,0,African_American,25-45
1,5,1,0,1,Other,Age_Below_TwentyFive
1,4,1,1,1,African_American,Age_Below_TwentyFive
0,1,0,0,1,African_American,Age_Below_TwentyFive
0,3,0,0,1,Other,25-45
0,2,0,1,0,African_American,Age_Above_FourtyFive
1,2,1,0,1,African_American,25-45
0,0,0,1,1,African_American,25-45
1,0,1,0,0,Caucasian,Age_Below_TwentyFive
0,0,0,1,1,Caucasian,Age_Above_FourtyFive
0,0,0,0,0,Caucasian,Age_Above_FourtyFive
0,1,0,0,1,African_American,Age_Above_FourtyFive
1,3,0,0,1,African_American,Age_Above_FourtyFive
0,5,1,0,0,African_American,25-45
0,1,0,0,0,Caucasian,Age_Above_FourtyFive
0,2,0,0,0,Hispanic,25-45
1,2,0,1,1,Hispanic,Age_Above_FourtyFive
1,2,1,0,0,African_American,Age_Below_TwentyFive
1,5,1,0,0,African_American,25-45
0,4,1,0,1,African_American,25-45
1,1,0,0,0,African_American,Age_Below_TwentyFive
0,7,0,1,0,African_American,25-45
0,0,0,1,0,African_American,25-45
1,3,1,1,0,African_American,25-45
1,2,0,0,0,Other,25-45
0,0,0,0,1,Caucasian,Age_Above_FourtyFive
0,0,0,0,1,Caucasian,25-45
0,0,0,0,1,Caucasian,25-45
0,0,0,0,1,Caucasian,Age_Above_FourtyFive
0,0,1,0,1,African_American,Age_Below_TwentyFive
0,22,1,0,1,African_American,Age_Above_FourtyFive
0,0,0,0,1,African_American,25-45
1,9,1,0,0,African_American,25-45
0,1,0,0,0,Caucasian,Age_Below_TwentyFive
0,0,0,0,1,Caucasian,25-45
1,0,1,0,0,African_American,Age_Above_FourtyFive
1,10,1,0,0,African_American,25-45
0,0,0,0,0,Caucasian,Age_Below_TwentyFive
1,0,0,1,0,Caucasian,Age_Above_FourtyFive
1,2,0,0,1,Caucasian,Age_Above_FourtyFive
0,11,0,0,0,Other,25-45
1,0,1,1,0,African_American,Age_Below_TwentyFive
1,6,1,0,1,Hispanic,Age_Below_TwentyFive
1,0,0,0,0,Caucasian,25-45
1,11,1,0,0,African_American,25-45
0,5,0,0,1,Caucasian,25-45
0,0,0,1,1,African_American,Age_Above_FourtyFive
1,13,1,0,0,African_American,25-45
0,0,0,0,0,Hispanic,Age_Above_FourtyFive
1,13,1,0,0,Caucasian,25-45
1,5,1,0,1,African_American,25-45
0,8,1,0,0,Hispanic,Age_Above_FourtyFive
0,0,0,0,0,African_American,Age_Below_TwentyFive
1,8,0,0,0,African_American,25-45
1,3,1,0,0,Asian,Age_Above_FourtyFive
0,0,1,0,1,Other,25-45
0,13,1,1,0,African_American,25-45
1,0,0,0,0,African_American,Age_Below_TwentyFive
1,0,0,0,0,African_American,Age_Below_TwentyFive
0,2,0,0,1,Caucasian,Age_Above_FourtyFive
1,5,1,1,0,African_American,25-45
0,7,1,0,0,African_American,Age_Above_FourtyFive
0,0,1,1,0,African_American,Age_Below_TwentyFive
1,6,1,0,1,African_American,25-45
0,3,1,0,0,Caucasian,25-45
1,3,1,0,0,African_American,25-45
0,0,0,0,1,Caucasian,25-45
1,1,0,0,0,African_American,25-45
1,1,0,0,1,Hispanic,25-45
1,1,0,0,0,African_American,25-45
0,1,0,0,0,Other,25-45
0,1,1,0,0,African_American,Age_Below_TwentyFive
1,3,1,0,0,Caucasian,25-45
0,0,0,0,1,Caucasian,25-45
0,0,0,0,0,Caucasian,25-45
0,0,0,0,0,African_American,25-45
0,0,0,0,0,Hispanic,25-45
0,1,0,0,0,Caucasian,Age_Above_FourtyFive
0,0,0,0,1,Caucasian,Age_Above_FourtyFive
1,14,1,0,0,African_American,Age_Above_FourtyFive
1,1,1,0,0,African_American,Age_Below_TwentyFive
0,6,1,0,1,Caucasian,25-45
1,2,0,1,0,Caucasian,Age_Above_FourtyFive
0,7,0,0,0,African_American,25-45
0,1,0,0,1,Caucasian,25-45
1,7,1,0,0,African_American,Age_Above_FourtyFive
0,0,0,0,1,Caucasian,Age_Above_FourtyFive
0,0,0,0,1,Caucasian,25-45
1,0,1,0,1,African_American,25-45
1,4,1,0,1,African_American,25-45
0,0,0,0,0,African_American,25-45
1,17,1,0,0,Hispanic,25-45
1,2,1,0,0,Caucasian,25-45
1,0,0,1,1,African_American,25-45
1,2,0,0,0,Hispanic,Age_Above_FourtyFive
0,0,0,0,1,Hispanic,25-45
1,8,1,0,0,Hispanic,25-45
0,0,1,0,1,Hispanic,25-45
1,1,0,0,0,African_American,Age_Below_TwentyFive
1,0,1,0,0,African_American,25-45
1,2,0,0,0,African_American,Age_Above_FourtyFive
0,1,0,0,0,African_American,25-45
1,12,1,0,1,African_American,25-45
1,0,1,0,0,African_American,25-45
0,0,1,0,1,African_American,25-45
0,0,0,0,1,Caucasian,25-45
0,1,0,1,0,African_American,25-45
0,4,0,0,1,Caucasian,25-45
0,1,0,0,0,Caucasian,Age_Above_FourtyFive
0,0,1,0,0,African_American,Age_Below_TwentyFive
0,0,1,0,0,Caucasian,25-45
0,1,1,0,0,African_American,Age_Below_TwentyFive
1,7,1,0,1,Caucasian,25-45
1,11,1,0,0,African_American,25-45
0,0,0,0,1,African_American,Age_Above_FourtyFive
1,2,0,0,0,Other,25-45
0,1,0,0,0,African_American,25-45
0,0,0,1,1,Caucasian,25-45
1,7,0,1,0,Hispanic,25-45
0,0,0,1,1,African_American,25-45
1,0,0,0,1,Hispanic,25-45
0,0,0,0,1,African_American,Age_Above_FourtyFive
0,2,0,0,1,Caucasian,25-45
0,0,1,0,0,African_American,25-45
0,3,1,0,0,African_American,25-45
1,3,1,0,1,Caucasian,Age_Below_TwentyFive
1,19,1,0,0,Caucasian,Age_Above_FourtyFive
0,1,0,0,1,Hispanic,25-45
0,1,1,0,0,African_American,25-45
1,1,0,1,0,Caucasian,Age_Above_FourtyFive
1,3,1,0,0,Caucasian,25-45
1,4,1,0,0,Caucasian,Age_Below_TwentyFive
0,6,1,0,0,African_American,25-45
0,0,0,0,0,African_American,Age_Below_TwentyFive
1,2,1,0,0,African_American,25-45
0,3,0,0,1,African_American,25-45
0,0,0,1,1,Caucasian,Age_Above_FourtyFive
0,0,0,0,0,Caucasian,25-45
1,4,0,0,0,Caucasian,25-45
0,2,0,1,0,Caucasian,25-45
1,3,0,0,0,Caucasian,Age_Below_TwentyFive
1,3,0,0,1,Caucasian,25-45
0,0,0,1,1,Caucasian,Age_Above_FourtyFive
1,3,0,0,0,Caucasian,Age_Below_TwentyFive
0,2,0,0,1,African_American,25-45
0,0,0,0,0,African_American,25-45
0,0,0,0,1,Caucasian,25-45
0,13,1,0,0,African_American,25-45
0,6,1,0,0,African_American,25-45
1,0,0,0,1,Hispanic,Age_Above_FourtyFive
0,0,1,0,0,African_American,Age_Below_TwentyFive
0,1,0,0,0,Caucasian,25-45
1,0,1,0,0,Caucasian,Age_Below_TwentyFive
0,10,1,0,0,African_American,25-45
0,1,0,0,0,Caucasian,Age_Above_FourtyFive
1,13,1,0,1,African_American,25-45
0,0,0,0,0,African_American,25-45
0,1,0,0,1,African_American,Age_Below_TwentyFive
1,3,1,0,1,Caucasian,Age_Below_TwentyFive
1,8,1,0,1,African_American,25-45
1,0,0,0,0,African_American,Age_Above_FourtyFive
1,7,1,0,0,Caucasian,25-45
1,6,1,0,0,Caucasian,25-45
1,25,1,0,0,African_American,25-45
0,9,1,0,1,African_American,Age_Above_FourtyFive
0,1,0,0,0,African_American,Age_Below_TwentyFive
0,1,0,1,1,Caucasian,Age_Above_FourtyFive
1,7,1,0,0,Caucasian,Age_Above_FourtyFive
0,2,0,0,1,Caucasian,25-45
0,0,0,0,0,Hispanic,25-45
0,0,1,1,0,Caucasian,25-45
0,3,1,1,0,African_American,25-45
1,0,0,0,0,African_American,25-45
1,0,1,1,1,African_American,Age_Below_TwentyFive
1,0,0,0,1,African_American,Age_Below_TwentyFive
0,0,0,0,0,Caucasian,Age_Above_FourtyFive
1,8,1,0,1,African_American,Age_Above_FourtyFive
1,5,0,0,0,African_American,25-45
0,0,1,0,0,African_American,25-45
1,3,1,0,1,Caucasian,Age_Below_TwentyFive
1,14,1,0,1,African_American,25-45
0,5,1,0,0,African_American,25-45
0,0,0,0,0,African_American,Age_Above_FourtyFive
0,0,1,0,0,African_American,Age_Below_TwentyFive
0,1,0,0,1,African_American,Age_Above_FourtyFive
1,0,0,0,0,African_American,Age_Below_TwentyFive
1,1,0,0,0,Caucasian,25-45
1,1,1,1,1,Caucasian,25-45
1,0,0,0,1,African_American,Age_Above_FourtyFive
1,13,1,0,0,African_American,25-45
0,4,0,1,0,Caucasian,25-45
0,0,1,0,0,African_American,Age_Below_TwentyFive
0,10,0,0,0,Caucasian,Age_Above_FourtyFive
0,2,0,0,1,Caucasian,25-45
1,7,1,0,0,Caucasian,25-45
0,0,1,0,0,African_American,Age_Below_TwentyFive
0,0,0,0,0,Caucasian,25-45
1,0,0,0,0,African_American,Age_Below_TwentyFive
1,20,1,1,0,Hispanic,25-45
0,0,1,0,0,Caucasian,25-45
0,0,0,0,0,Caucasian,Age_Above_FourtyFive
1,0,1,0,1,Other,Age_Below_TwentyFive
0,0,0,0,0,Caucasian,Age_Above_FourtyFive
1,1,0,1,0,Caucasian,25-45
1,9,1,0,1,African_American,25-45
1,9,1,0,0,African_American,25-45
1,3,1,0,1,African_American,25-45
0,0,0,0,1,Hispanic,25-45
1,0,1,1,1,African_American,25-45
0,0,0,1,0,African_American,25-45
1,22,1,0,0,African_American,25-45
0,2,0,0,0,Caucasian,Age_Below_TwentyFive
1,8,1,0,1,African_American,25-45
0,2,0,0,0,Caucasian,25-45
0,7,0,0,0,African_American,25-45
1,0,0,1,0,Caucasian,25-45
1,10,1,0,0,African_American,25-45
0,0,0,0,0,Other,Age_Above_FourtyFive
1,2,1,0,0,Caucasian,25-45
0,0,0,0,0,African_American,25-45
1,1,1,0,0,Other,Age_Below_TwentyFive
1,9,1,1,0,African_American,25-45
1,16,1,0,0,African_American,25-45
1,3,0,0,0,Caucasian,25-45
1,0,0,0,1,Hispanic,25-45
1,4,1,0,0,Caucasian,25-45
1,2,1,0,0,Caucasian,Age_Below_TwentyFive
0,0,1,0,0,Hispanic,25-45
1,5,1,0,1,African_American,25-45
0,2,0,0,1,African_American,25-45
1,9,1,0,0,African_American,Age_Above_FourtyFive
1,7,0,0,0,African_American,25-45
0,0,0,0,0,Hispanic,25-45
1,0,0,0,0,Hispanic,Age_Below_TwentyFive
0,0,0,0,1,African_American,25-45
0,3,1,0,1,African_American,25-45
0,0,0,1,0,African_American,25-45
0,2,0,0,1,Caucasian,Age_Above_FourtyFive
0,12,1,0,1,African_American,Age_Above_FourtyFive
0,0,1,0,0,Caucasian,25-45
1,0,1,0,0,African_American,25-45
0,0,0,0,1,Caucasian,25-45
0,5,1,0,1,African_American,25-45
1,1,0,0,0,African_American,25-45
0,9,1,0,0,African_American,Age_Above_FourtyFive
1,0,0,0,1,Other,Age_Above_FourtyFive
1,12,1,0,0,African_American,25-45
0,0,0,0,0,African_American,Age_Below_TwentyFive
1,4,1,0,0,African_American,25-45
1,0,0,0,0,African_American,Age_Below_TwentyFive
0,1,1,0,1,Hispanic,25-45
0,4,0,0,1,African_American,25-45
0,0,0,0,1,Hispanic,Age_Below_TwentyFive
1,4,0,0,1,Other,Age_Above_FourtyFive
0,2,0,0,0,Caucasian,Age_Above_FourtyFive
0,1,0,0,1,African_American,25-45
0,0,1,1,0,Other,Age_Below_TwentyFive
1,2,1,0,0,Other,Age_Below_TwentyFive
0,5,0,0,0,Hispanic,25-45
1,0,1,0,0,Caucasian,Age_Below_TwentyFive
0,1,0,0,0,Caucasian,Age_Above_FourtyFive
0,5,1,0,0,African_American,25-45
0,0,0,0,1,Hispanic,25-45
1,3,1,0,0,African_American,Age_Below_TwentyFive
0,1,1,0,0,African_American,Age_Below_TwentyFive
1,1,1,0,0,Caucasian,Age_Below_TwentyFive
1,6,1,0,1,African_American,25-45
1,14,1,0,1,African_American,25-45
1,6,0,0,1,African_American,Age_Above_FourtyFive
1,7,1,0,0,African_American,Age_Above_FourtyFive
0,1,1,0,1,African_American,25-45
0,2,0,0,0,Caucasian,Age_Above_FourtyFive
0,22,1,0,0,African_American,25-45
0,7,1,0,0,Hispanic,25-45
1,1,0,0,1,African_American,Age_Below_TwentyFive
0,0,1,0,0,Caucasian,Age_Below_TwentyFive
1,0,1,0,0,African_American,Age_Below_TwentyFive
0,4,1,0,1,African_American,25-45
1,1,1,0,1,African_American,25-45
1,24,1,0,1,African_American,Age_Above_FourtyFive
1,4,0,0,1,Other,25-45
0,0,1,0,0,African_American,25-45
0,1,0,0,0,African_American,Age_Below_TwentyFive
0,0,0,0,0,Caucasian,25-45
0,5,0,0,0,African_American,Age_Above_FourtyFive
1,19,1,0,0,Hispanic,25-45
1,2,0,0,0,African_American,25-45
1,8,1,0,0,Other,25-45
1,2,1,0,0,African_American,Age_Below_TwentyFive
1,1,0,0,0,Caucasian,Age_Above_FourtyFive
1,0,1,0,0,African_American,Age_Below_TwentyFive
1,5,0,0,1,Caucasian,25-45
0,0,0,0,0,Caucasian,Age_Below_TwentyFive
1,1,1,0,1,African_American,25-45
0,0,0,1,0,Other,Age_Above_FourtyFive
0,0,0,0,1,Caucasian,Age_Above_FourtyFive
1,4,0,0,0,Other,25-45
1,3,1,1,1,African_American,25-45
1,1,0,0,0,Hispanic,Age_Below_TwentyFive
0,2,1,0,0,African_American,25-45
0,0,0,0,1,Caucasian,Age_Above_FourtyFive
1,1,1,0,1,African_American,Age_Below_TwentyFive
0,0,1,1,1,Other,Age_Below_TwentyFive
1,3,1,0,0,African_American,Age_Below_TwentyFive
1,9,0,0,1,Caucasian,25-45
0,1,0,0,1,Caucasian,Age_Above_FourtyFive
1,18,1,0,1,African_American,Age_Above_FourtyFive
1,1,1,0,0,African_American,Age_Below_TwentyFive
1,3,0,0,1,African_American,25-45
1,6,1,0,0,African_American,25-45
1,1,0,0,0,Caucasian,25-45
0,1,1,0,0,Caucasian,25-45
0,0,0,0,0,Caucasian,Age_Above_FourtyFive
0,3,0,0,1,African_American,25-45
0,0,1,0,1,African_American,Age_Below_TwentyFive
1,18,0,0,1,Caucasian,Age_Above_FourtyFive
1,2,0,0,0,African_American,25-45
0,0,0,0,1,Caucasian,Age_Above_FourtyFive
0,0,0,0,0,African_American,25-45
0,0,0,0,1,Hispanic,25-45
0,6,1,0,0,African_American,25-45
0,0,1,0,0,Hispanic,Age_Below_TwentyFive
1,0,0,0,1,Caucasian,Age_Above_FourtyFive
0,3,0,0,0,African_American,25-45
0,1,0,0,0,Caucasian,Age_Above_FourtyFive
0,0,0,0,1,Caucasian,25-45
1,1,0,0,1,African_American,Age_Above_FourtyFive
0,3,0,0,0,Caucasian,Age_Above_FourtyFive
0,3,0,0,0,Caucasian,Age_Above_FourtyFive
0,0,0,1,0,Caucasian,Age_Below_TwentyFive
1,10,0,1,0,African_American,Age_Above_FourtyFive
0,0,1,0,0,African_American,25-45
0,1,0,0,1,Other,25-45
0,0,0,1,1,Caucasian,25-45
1,2,0,0,1,Hispanic,25-45
1,1,0,0,1,Caucasian,Age_Above_FourtyFive
0,0,1,0,1,Caucasian,Age_Below_TwentyFive
0,1,0,1,1,Hispanic,25-45
1,9,1,0,1,Caucasian,25-45
0,0,0,1,0,Other,Age_Above_FourtyFive
1,4,1,0,0,African_American,Age_Below_TwentyFive
0,1,0,0,1,Caucasian,Age_Above_FourtyFive
0,0,0,1,1,Caucasian,Age_Above_FourtyFive
0,2,1,1,1,Caucasian,Age_Below_TwentyFive
0,1,0,1,1,Caucasian,Age_Above_FourtyFive
0,6,1,0,0,Caucasian,Age_Below_TwentyFive
0,0,1,1,0,Caucasian,25-45
0,2,1,1,0,Caucasian,25-45
0,1,1,1,0,African_American,Age_Below_TwentyFive
1,2,0,0,0,African_American,Age_Below_TwentyFive
0,0,0,0,0,African_American,25-45
0,0,0,0,0,African_American,Age_Below_TwentyFive
0,1,0,0,1,Caucasian,Age_Above_FourtyFive
1,6,1,0,0,African_American,25-45
1,7,1,0,0,African_American,25-45
1,5,0,0,0,African_American,25-45
0,8,0,0,0,Caucasian,Age_Above_FourtyFive
1,7,0,1,0,Caucasian,Age_Above_FourtyFive
0,3,0,0,1,African_American,25-45
1,1,1,1,0,African_American,25-45
0,4,0,0,0,Hispanic,Age_Above_FourtyFive
0,0,0,0,1,Caucasian,Age_Above_FourtyFive
0,0,0,0,0,Caucasian,25-45
1,0,0,0,1,African_American,25-45
0,0,0,0,1,African_American,25-45
1,19,1,0,0,African_American,Age_Above_FourtyFive
0,24,1,0,0,African_American,Age_Above_FourtyFive
0,2,0,0,1,African_American,25-45
1,9,1,0,0,Caucasian,25-45
1,6,1,0,0,African_American,25-45
1,3,0,0,0,African_American,Age_Below_TwentyFive
1,2,1,0,0,Caucasian,Age_Below_TwentyFive
1,3,1,0,0,Hispanic,Age_Below_TwentyFive
1,1,0,0,0,African_American,25-45
0,0,0,1,0,African_American,Age_Below_TwentyFive
0,9,1,0,0,African_American,25-45
0,0,0,1,0,African_American,Age_Above_FourtyFive
0,1,0,0,0,African_American,Age_Below_TwentyFive
0,0,0,0,0,African_American,Age_Below_TwentyFive
1,10,1,0,0,Caucasian,25-45
1,1,0,0,1,African_American,25-45
0,0,1,0,0,Caucasian,Age_Below_TwentyFive
0,3,1,1,0,African_American,25-45
1,0,1,0,0,African_American,Age_Below_TwentyFive
0,2,0,0,1,Caucasian,Age_Above_FourtyFive
0,1,0,0,0,African_American,Age_Above_FourtyFive
1,0,1,0,0,African_American,Age_Below_TwentyFive
1,1,0,0,0,Other,Age_Below_TwentyFive
0,20,1,0,0,African_American,Age_Above_FourtyFive
1,1,0,0,1,Caucasian,Age_Above_FourtyFive
0,0,0,1,0,African_American,Age_Below_TwentyFive
1,5,0,0,0,African_American,Age_Below_TwentyFive
1,3,1,1,0,African_American,25-45
0,0,1,1,0,Caucasian,25-45
0,0,0,0,0,Caucasian,Age_Below_TwentyFive
1,0,1,0,0,Hispanic,25-45
1,5,1,0,0,Caucasian,25-45
0,0,0,0,1,Other,25-45
0,2,0,0,0,Other,25-45
1,3,1,0,0,Caucasian,Age_Below_TwentyFive
0,0,0,1,1,African_American,25-45
0,1,0,1,0,Caucasian,25-45
0,8,0,0,0,African_American,25-45
0,3,0,0,0,Caucasian,25-45
1,2,1,0,1,African_American,25-45
1,0,0,0,0,African_American,25-45
1,24,1,0,1,African_American,25-45
0,2,0,0,1,Hispanic,25-45
0,3,0,1,1,African_American,25-45
0,0,0,0,0,Caucasian,25-45
0,1,0,0,1,Hispanic,25-45
0,9,1,0,1,African_American,25-45
1,0,1,1,0,African_American,25-45
0,1,0,1,1,African_American,25-45
0,0,0,1,1,African_American,Age_Above_FourtyFive
1,0,0,0,0,Caucasian,Age_Below_TwentyFive
1,9,1,0,0,Caucasian,25-45
1,0,0,0,0,African_American,Age_Above_FourtyFive
1,5,1,0,0,African_American,25-45
0,7,1,1,1,African_American,Age_Above_FourtyFive
0,3,0,0,1,Caucasian,Age_Above_FourtyFive
1,0,1,0,1,Caucasian,25-45
1,2,0,0,0,African_American,Age_Below_TwentyFive
1,3,0,0,1,Hispanic,25-45
0,9,1,0,0,Caucasian,25-45
1,0,1,0,1,African_American,Age_Below_TwentyFive
0,0,0,0,1,Asian,25-45
1,5,1,0,0,African_American,25-45
1,0,0,0,1,African_American,Age_Above_FourtyFive
0,5,1,0,0,African_American,25-45
1,13,0,0,0,African_American,Age_Above_FourtyFive
0,2,0,0,0,African_American,25-45
0,1,0,0,1,Hispanic,Age_Above_FourtyFive
1,3,0,0,1,Other,25-45
1,1,1,0,0,African_American,Age_Below_TwentyFive
0,0,0,0,1,Caucasian,Age_Above_FourtyFive
1,7,1,0,0,African_American,25-45
0,0,0,0,1,African_American,25-45
1,4,1,0,0,Caucasian,25-45
0,2,1,1,1,African_American,Age_Below_TwentyFive
1,4,1,0,0,African_American,Age_Below_TwentyFive
1,0,0,0,1,Caucasian,25-45
0,0,0,0,0,Caucasian,25-45
0,1,0,0,0,Other,25-45
1,2,1,0,0,African_American,25-45
1,0,0,0,1,Caucasian,Age_Above_FourtyFive
0,1,1,0,0,Caucasian,25-45
1,0,0,0,1,Caucasian,Age_Above_FourtyFive
1,7,1,0,0,African_American,25-45
1,0,0,0,1,Caucasian,25-45
1,1,1,1,0,African_American,Age_Below_TwentyFive
1,2,0,0,0,African_American,25-45
1,10,0,1,0,Hispanic,25-45
1,10,1,0,0,African_American,25-45
0,1,0,1,1,Caucasian,25-45
1,12,1,0,1,African_American,25-45
0,0,0,0,1,Other,Age_Above_FourtyFive
0,1,1,0,1,Caucasian,Age_Below_TwentyFive
0,1,0,0,0,Caucasian,25-45
0,0,1,0,0,Hispanic,Age_Below_TwentyFive
0,0,1,0,0,African_American,25-45
1,1,1,0,0,African_American,Age_Below_TwentyFive
